,Şok,Carrefour,Migros,Mopaş,Bim,Hakmar,A101,Onur Market,Tarım Kredi
2025-01-07,100.0,99.97149108636113,100.6509561593995,100.0,100.0,100.0,100.0,100.0,100.0
2025-01-09,100.17201940642629,100.32536393364325,101.48210333842928,100.0,100.0,100.0,100.0,100.0,100.0
2025-01-10,100.17201940642629,100.41820744384933,101.30724516894988,100.0,100.0,100.0,100.0,100.0,100.0
2025-01-11,100.17201940642629,100.6371395156412,101.25498168409854,100.0,100.0,100.0,100.0,99.87529268790864,100.0
2025-01-12,100.17201940642629,100.70242979364704,101.26700972211115,100.0,100.0,100.0,100.0,99.86723570290324,100.0
2025-01-13,100.17201940642629,101.00773729010982,101.27376901434836,100.0,100.0,100.0,100.0,99.86723570290324,100.0
2025-01-14,100.17201940642629,101.10300938174088,101.27376901434836,100.0,100.0,100.0,100.0,99.824592671204,100.0
2025-01-15,100.17201940642629,101.25649821318504,101.27376901434836,100.0,100.0,100.0,100.0,99.824592671204,100.0
2025-01-16,100.17201940642629,101.13251911013464,101.27438190997292,100.0,100.0,100.0,100.0,99.824592671204,100.0
2025-01-17,100.17201940642629,101.22495757697529,101.27438190997292,100.0,100.0,100.0,100.0,99.824592671204,100.0
2025-01-18,100.17201940642629,101.22715815486728,101.27549286630476,100.0,100.0,100.0,100.0,99.824592671204,100.0
2025-01-19,100.17201940642629,101.26879752118688,101.27549286630476,100.0,100.0,100.0,100.0,99.824592671204,100.0
2025-01-20,100.17201940642629,101.42766319200692,101.27549286630476,100.0,100.0,100.0,100.0,99.824592671204,100.0
2025-01-21,100.17201940642629,101.4321887071296,101.27549286630476,100.0,100.0,100.0,100.0,99.82985482831732,100.0
2025-01-22,100.17201940642629,101.72303141476992,101.27549286630476,100.0,100.0,100.0,100.0,99.82985482831732,100.0
2025-01-23,100.17201940642629,101.93559175179784,101.27549286630476,100.0,100.0,100.0,100.0,99.82985482831732,100.0
2025-01-24,100.11692461063772,101.89518810195212,101.50974792313284,100.0837610296051,100.0,100.0,100.0,99.84280173177264,100.0
2025-01-25,100.1269029643172,101.53714024230118,101.76768618815382,101.67560170211677,100.0,100.0,100.0,99.84280173177264,100.0
2025-01-26,100.1269029643172,102.07130776138654,101.76098422009048,102.03379527055324,100.0,100.0,100.0,99.84280173177264,100.0
2025-01-27,100.1269029643172,102.06230069665044,102.10540019780008,102.0276400077234,100.0,100.0,100.0,99.84280173177264,100.0
2025-01-28,100.1269029643172,102.1660268575458,102.2193507768427,102.39533144606278,100.0,100.0,100.0,99.84280173177264,100.0
2025-01-29,100.11706668921748,102.07553720719848,103.2292818331159,101.62825355456368,100.0,100.0,100.0,99.84280173177264,100.0
2025-01-30,100.11706668921748,102.18550461583736,103.44360094071772,102.1640168045816,100.0,100.0,100.0,99.84280173177264,100.0
2025-01-31,100.11706668921748,102.08770632391482,102.50926889158664,102.13410494716946,100.0,100.0,100.0,99.7442773598372,100.0
2025-02-01,100.11706668921748,102.25739975847974,102.61881954449684,104.20169311070124,100.0,100.0,100.0,99.7442773598372,100.0
2025-02-02,100.11706668921748,102.61706130594357,102.62397899866656,104.24319441289693,100.0,100.0,100.0,99.7442773598372,100.0
2025-02-03,100.11706668921748,102.67106128566044,102.72294066634888,104.2369058664586,100.0,100.0,100.0,99.86570918421636,100.0
2025-02-04,100.13342986249803,102.76985210854318,102.99726489643962,103.96885862371568,100.0,100.0,100.0,99.90052567944626,100.0
2025-02-05,100.1975712511722,103.1180566567376,103.62364318062995,104.39483780880688,100.0,100.0,100.0,99.90052567944626,100.0
2025-02-06,100.1975712511722,104.59392045305528,104.46018947853076,104.4070628393099,100.0,100.0,100.0,99.90052567944626,100.0
2025-02-07,100.1975712511722,104.6535602854152,104.0922068542256,104.22675538901134,100.0,100.0,100.0,99.77377825048676,100.0
2025-02-08,100.00782981289358,104.81692631412606,104.0925055593823,104.12025739885952,100.0,100.0,100.0,99.77377825048676,100.0
2025-02-09,100.00782981289358,104.81786435303508,104.10071435703811,104.1274360623062,100.0,100.0,100.0,99.77377825048676,100.0
2025-02-10,100.00782981289358,104.8169771119275,104.20230250408902,104.1211544990745,100.0,100.0,100.0,99.77377825048676,100.0
2025-02-11,100.00782981289358,105.59292054856355,104.4090892346032,103.8707590100748,100.0,100.0,100.0,99.77377825048676,100.0
2025-02-12,100.4665463661734,105.70991505334877,105.35582305377422,103.45287723583084,100.0,100.0,100.0,99.94112621488291,100.0
2025-02-13,100.4665463661734,105.7857728634744,105.8138372592236,103.44590847227876,100.0,100.0,100.0,99.94112621488291,100.0
2025-02-14,100.4665463661734,105.84535050639946,105.5600991382541,103.57118482165151,100.0,100.0,100.0,99.94112621488291,100.0
2025-02-15,100.46885645832413,106.28325805782292,105.59587005846564,104.52009369196996,100.0,100.0,100.0,99.88477113028964,100.0
2025-02-16,100.46885645832413,106.2658464201896,105.6861377067625,104.44130083667532,100.0,100.0,100.0,99.88477113028964,100.0
2025-02-19,100.4665540392943,106.87984109789345,107.42181934842708,105.72311266536676,100.0,100.0,100.0,99.88477113028964,100.0
2025-02-20,100.47223606493732,106.80802499357593,107.78633356425978,106.50435668969024,100.0,100.0,100.0,100.03539350356246,100.0
2025-02-21,100.31537227798776,107.39228387523784,107.59054042199732,109.08788620975412,100.0,100.0,100.0,100.16363993438628,100.0
2025-02-22,100.31537227798776,107.34122689275958,107.77686666523095,108.26143751216092,100.0,100.0,100.0,100.16363993438628,100.0
2025-02-23,100.31537227798776,107.77028426212036,107.65891505492732,108.2762006053581,100.0,100.0,100.0,100.16363993438628,100.0
2025-02-24,100.31537227798776,108.22312337840772,107.28237924814206,108.23540900768494,100.0,100.0,100.0,100.16363993438628,100.0
2025-02-25,100.31537227798776,109.19302575346197,107.34439739152566,108.44305522225982,100.0,100.0,100.0,100.09967743970996,100.0
2025-02-26,100.90363448448956,109.309582869722,108.0063915490986,107.5603257247772,100.0,100.0,100.0,100.19585245325082,100.0
2025-02-27,100.85277590018728,109.3567325631378,107.93396445308775,108.77158963744677,100.0,100.0,100.0,100.19585245325082,100.0
2025-02-28,100.85277590018728,109.84342215542544,108.5288532856802,108.17938710179054,100.0,100.0,100.0,100.19585245325082,100.0
2025-03-01,100.732743310702,109.99876821331094,108.6589610988415,108.16461272781206,100.0,100.0,100.0,100.19585245325082,100.0
2025-03-02,100.67698590126028,110.04339551831984,108.88190724301914,108.80490424158882,100.0,100.0,100.0,100.19585245325082,100.0
2025-03-03,101.24527232432864,110.16592299297751,108.88778462139082,108.83613373750975,100.0,100.0,100.0,100.07742195986636,100.0
2025-03-04,100.59773577493442,110.16810159596622,109.44064986006453,109.86948874747388,100.0,100.0,100.0,100.07742195986636,100.0
2025-03-05,101.54776951123291,111.45464153678408,110.17494421203313,109.43705601499194,100.0,100.0,100.0,100.07742195986636,100.0
2025-03-06,101.49166126851496,111.38718158923484,110.66213594583223,110.83849570154862,100.0,100.0,100.0,100.07742195986636,100.0
2025-03-07,101.49166126851496,111.67238858561736,110.63043330444562,110.95232351395774,100.0,100.0,100.0,100.10458432911692,100.0
2025-03-08,101.64543113208596,112.02435846375852,110.99095141530547,111.129761958621,100.0,100.0,100.0,100.11197060377545,100.0
2025-03-09,101.89250549431146,111.99200305396712,111.03012169311054,111.06592962206848,100.0,100.0,100.0,100.11197060377545,100.0
2025-03-10,101.84862626490772,112.07241197819836,110.76191253995968,111.08422847467496,100.0,100.0,100.0,100.11197060377545,100.0
2025-03-11,101.94461215454642,112.42822500349112,111.24494603664397,112.6833574589313,100.0,100.0,100.0,100.11197060377545,100.0
2025-03-12,101.85582426724083,112.25582991445168,112.2246835736164,112.8170779613741,100.0,100.0,100.0,100.09953650124427,100.0
2025-03-13,101.9247023848754,112.289472817944,112.35653270707064,112.8085446455446,100.0,100.0,100.0,100.09953650124427,100.0
2025-03-14,102.00225419550333,112.32326564431996,112.1622664695608,112.66911762958094,100.0,100.0,100.0,100.09953650124427,100.0
2025-03-15,101.6169822775012,111.94998497284868,112.1065292468914,112.80054543216652,100.0,100.0,100.0,100.09953650124427,100.0
2025-03-16,101.72698151320456,112.00730588946728,112.11509135138267,112.7714267007816,100.0,100.0,100.0,100.09953650124427,100.0
2025-03-17,101.8626548142271,112.13532025085094,111.98984323361704,112.5201381099776,100.0,100.0,100.0,100.09953650124427,100.0
2025-03-18,101.6718427808674,112.77581166469136,112.1281904518618,113.14408711062562,100.0,100.0,100.0,100.12670487268124,100.0
2025-03-19,101.94033752316793,112.49933777598407,112.9246472261423,112.94543955986352,100.0,100.0,100.0,100.11998920486612,100.0
2025-03-20,101.8805690402319,112.654101169737,112.83025064139105,113.61636690418683,100.0,100.0,100.0,100.11998920486612,100.0
2025-03-21,101.98954412996984,112.95797123927198,112.8256798224356,113.54110764639154,100.0,100.0,100.0,100.11998920486612,100.0
2025-03-22,102.08328046249235,112.95208245700982,112.8051542684261,111.74889812537717,100.0,100.0,100.0,100.07850821685936,100.0
2025-03-23,102.07006312900624,112.95328815229924,112.59190705530828,111.74889812537717,100.0,100.0,100.0,100.07850821685936,100.0
2025-03-24,102.10236798317229,113.06878060065186,112.723450744126,111.74899117242998,100.0,100.0,100.0,100.07850821685936,100.0
2025-03-25,102.079945506476,113.48022811624094,112.87569651916084,111.73343675131176,100.0,100.0,100.0,100.07850821685936,100.0
2025-03-26,101.96227097814344,113.73365458267148,113.4767439469649,110.68667973421596,100.0,100.0,100.0,100.08589256747683,100.0
2025-03-27,101.96227097814344,113.68385878092468,113.6054101775793,110.6955093721779,100.0,100.0,100.0,100.08589256747683,100.0
2025-03-28,102.00992827737014,113.67139821888117,113.79053000081144,112.59816967469705,100.0,100.0,100.0,100.08589256747683,100.0
2025-03-29,102.05452722142503,113.64898126850522,114.08115514824088,112.92064779799207,100.0,100.0,100.0,100.08589256747683,100.0
2025-03-30,102.05452722142503,113.64898126850522,114.08115514824088,112.92064779799207,100.0,100.0,100.0,100.08589256747683,100.0
2025-03-31,102.05452722142503,113.64898126850522,114.08115514824088,112.92064779799207,100.0,100.0,100.0,100.08589256747683,100.0
2025-04-01,101.95253181930846,113.72056834857383,114.37095431919498,112.4860893534942,100.0,100.0,100.0,100.08589256747683,100.0
2025-04-02,101.83435444496776,113.85425583442472,114.73789729905688,112.4860893534942,100.0,100.0,100.0,100.08589256747683,100.0
2025-04-03,101.8482206057314,113.86925330178406,114.50443795750704,114.16801331902568,100.0,100.0,100.0,100.13355105605253,100.0
2025-04-04,101.39588346851,113.73019493558382,113.79102870591358,114.16801331902568,100.0,100.0,100.0,100.13355105605253,100.0
2025-04-05,101.47869685983606,113.75052824870916,113.80007840724215,114.25895523437686,100.0,100.0,100.0,100.13355105605253,100.0
2025-04-06,101.54592339765742,114.15298848616315,113.7564523646972,114.31297881464728,100.0,100.0,100.0,100.13355105605253,100.0
2025-04-07,101.65990156907424,114.1586611309342,113.57648135166352,114.31164885227888,100.0,100.0,100.0,100.13355105605253,100.0
2025-04-08,101.27190343977976,114.45746187958308,113.82814056746152,114.59330233442316,100.0,100.0,100.0,100.13355105605253,100.0
2025-04-09,104.07563204627417,113.73606074484924,114.58716917459031,115.14025262036328,100.0,100.0,100.0,100.13355105605253,100.0
2025-04-10,104.25555784854626,113.64196656538358,115.42538329021764,115.29307504575972,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-11,103.66264625525096,113.42646938449678,115.52021306305508,115.37712210774453,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-12,103.8706051531973,113.26153269676227,115.183666530263,115.62994699364172,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-13,104.1479337210496,113.52856617455534,115.09388373647135,115.3487266195445,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-14,103.66522881443952,113.55795865384805,115.0128887080959,114.84114995931346,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-15,103.98338786942524,114.2355517646722,115.42003872160916,115.4988259347389,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-16,103.91155427952316,114.31067165178293,115.89873043668504,115.49741006946584,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-17,103.56907125340346,114.45549001999352,116.29382958912711,115.06781813944175,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-18,104.26420135455194,114.76538744698205,115.31327161503756,114.9048022501535,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-19,103.6660222948984,114.28995823012109,115.5745960412562,114.55817861621112,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-20,103.40852154617954,114.13993236554096,115.37852539329432,114.12337440113193,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-21,103.24845444914452,114.97560667575613,115.46543380518226,114.1233784200879,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-22,103.62446581324252,115.21221040116572,115.91705389270874,114.51054562810174,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-23,104.54358183249936,115.23456679391408,116.57385895480364,113.15514459114576,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-24,105.10777860183256,115.36440330162604,116.6337167124284,114.06102079728272,100.0,100.0,100.0,100.13690911955264,100.0
2025-04-25,104.963116024491,115.48783630310888,115.41749327753288,115.27512096083971,100.0,100.0,100.0,99.84725811287817,100.0
2025-04-26,105.59977217731698,115.65570166812132,115.4197299312672,115.09770052398044,100.0,100.0,100.0,99.92755303978088,100.0
2025-04-27,105.0505073058246,115.62132871934404,115.44827966560358,114.56726321853456,100.0,100.0,100.0,99.94782563653996,100.0
2025-04-28,105.04532064001648,115.6287759186561,115.2395977090513,114.56680338189142,100.0,100.0,100.0,100.24814366112092,100.0
2025-04-29,105.0556563832389,115.62302195818344,115.5419237373342,113.73638331994748,100.0,100.0,100.0,100.29211534972566,100.0
2025-04-30,105.55295501685212,115.66940378564806,116.2678328037986,114.52742027564167,100.0,100.0,100.0,99.8306581533192,100.0
2025-05-01,105.05565092494496,114.77232993452856,115.6114699803497,114.3585415478529,100.0,100.0,100.0,100.57557459344508,100.0
2025-05-02,103.95711488565038,114.69254014086788,115.07268308959758,114.4056850295494,100.0,100.0,100.0,100.61124373377471,100.0
2025-05-03,103.88895266319516,114.74944848420374,115.62982811627604,116.07784082782791,100.0,100.60266587316409,98.99344264922024,100.53158411541948,99.24395113358706
2025-05-04,104.0268211897926,114.72739547998572,115.411342064735,116.10477077544512,101.54337991942188,100.67190187918509,99.18906339356282,100.52968053367675,99.24395113358706
2025-05-05,104.34853201462433,114.77949050205056,115.09480547480202,116.10433326311792,101.82696307719718,100.67190187918509,99.18906339356282,100.8963672358996,99.24395113358706
2025-05-06,105.624843924327,114.27457537934409,116.06962034454784,116.29401981135136,101.8353450827682,99.53679652599035,101.28890922209504,100.90234577099052,99.87551782701637
2025-05-07,105.20352943100602,114.67724833824084,116.75273471680764,113.14894165438184,101.68205302025726,100.6291190455442,101.28890922209504,100.73753572646524,99.86023745128652
2025-05-08,105.51308310458695,114.71036281489891,117.0354132383383,115.20034683981606,101.78937469455197,100.02419114497503,98.99640815778096,100.7227777095797,100.27726982804718
2025-05-09,104.5163631485688,114.52797286096244,116.4878115307611,115.24245664681688,101.13930151967232,100.52527471179266,98.99640815778096,100.75642378833857,100.17248614468068
2025-05-10,104.40765596112384,114.42496212848756,116.16139837618483,114.46815799749533,100.84193701752562,99.93519657166168,99.37348221640862,100.77248754306922,99.08619228464764
2025-05-11,104.44938219667044,114.41194274830032,115.99065583243086,113.74923596240534,102.29454320121602,99.93519657166168,99.37348221640862,100.77358140452662,99.08619228464764
2025-05-12,104.55018020203724,114.65636532388298,116.3013464593334,113.74923596240534,102.65235470066828,99.93519657166168,99.37348221640862,101.40699994107152,99.23150203184244
2025-05-13,104.66348186567367,114.46912105242087,116.29676627032364,113.7197148359886,104.33859645363364,99.9499592003464,100.85171194433676,101.02775708199692,99.56159839910706
2025-05-14,103.67221400629104,114.83400393220182,118.20971558165334,112.16104685099596,105.13290741562548,100.56577118324526,100.85171194433676,101.14379875931776,100.40120602118316
2025-05-15,104.47990838383232,115.10768565809734,118.36078776603448,114.0807823110717,105.13290741562548,100.68941786773188,99.3853470275603,100.9552912962172,100.42184753050566
2025-05-16,104.59736953556084,115.03357797935192,118.25732667518474,113.10839254482188,104.41085633825104,100.30777976746644,99.44377864158488,100.7747960416211,100.40464002307996
2025-05-17,104.3255693097721,115.00679090247488,117.97394679149552,112.64197220848138,104.41441387207772,99.93478540327062,99.44377864158488,101.35366652350288,100.15448655802668
2025-05-18,104.16948097384588,114.90968100770282,117.94565881171548,112.77943289513802,105.65394997231606,99.80660029204184,99.23780297554784,101.3478267001601,99.2736354380266
2025-05-19,104.22000242689764,114.94477089481629,117.71594369555169,113.24239442815528,105.5653363172885,99.80660029204184,99.23780297554784,101.4692136364004,99.34416408254089
2025-05-20,105.42895445504963,115.07523320978191,118.8780354917142,113.2458709696642,106.66015442023507,100.1834700147446,100.1145689648368,101.367744422764,99.96953559544048
2025-05-21,104.63422113588604,115.95347938683122,120.20726406901908,116.04166331265148,105.91610380235473,98.82198092061404,100.43634085595916,101.67409954966296,102.55710787913016
2025-05-22,105.00894599129964,116.20115253115668,120.62158170307409,117.63752610026069,106.76333895686284,100.64255536709938,99.6121185416642,102.3675743392537,102.31952496547872
2025-05-23,103.38900873496796,115.29343038388036,119.48010832658272,116.29234994164295,103.9866822821499,100.47037084131964,97.57453274357192,101.76510432718872,101.86284675096668
2025-05-24,102.92003847024542,115.55331902905529,120.48847336510018,115.93038833260404,104.91694951323556,100.40714696582472,97.12408620727061,101.74958716427462,101.14362372536975
