category,name,main_price,has_multiple_markets,market_count,prices,page,average_price,min_price,max_price
Meyve ve Sebze,Maydanoz,14.75,False,,[],1,,,
Meyve ve Sebze,Pancar Haşlanmış Paket,75.0,False,,[],1,,,
Meyve ve Sebze,Sarımsak Kuru,249.9,False,,[],1,,,
Meyve ve Sebze,Biber Kapya 400 Gr Adtet,44.9,False,,[],1,,,
Meyve ve Sebze,Mandalina Murkot ,39.5,False,,[],1,,,
Meyve ve Sebze,Domates Kokteyl,69.95,False,,[],1,,,
Meyve ve Sebze,Galya Kavun,34.9,False,,[],1,,,
Meyve ve Sebze,Muz Yerli ,67.9,True,+3 Market,"[67.9, 69.0, 69.9, 79.95]",1,71.6875,67.9,79.95
Meyve ve Sebze,Köy Biberi Paket,99.95,False,,[],1,,,
Meyve ve Sebze,Patlıcan ,64.0,True,+1 Market,"[64.0, 69.5]",1,66.75,64.0,69.5
Meyve ve Sebze,Kivi,89.0,True,+1 Market,"[89.0, 99.5]",1,94.25,89.0,99.5
Meyve ve Sebze,Pancar Haşlanmış Paket,75.0,False,,[],1,,,
Meyve ve Sebze,İstiridye Mantarı 300 Gr,69.5,False,,[],1,,,
Meyve ve Sebze,Dolmalık Bıber Paket,29.9,False,,[],1,,,
Meyve ve Sebze,Dereotu Demet Paket Adet,17.95,False,,[],1,,,
Meyve ve Sebze,Pırasa Paket,47.5,False,,[],1,,,
Meyve ve Sebze,Domates Şeker,43.5,False,,[],1,,,
Meyve ve Sebze,Kızartmalık Patates File,27.5,False,,[],1,,,
Meyve ve Sebze,Domates Kokteyl Paket,45.9,False,,[],1,,,
Meyve ve Sebze,Mantar 400 Gr Safkar,49.5,False,,[],1,,,
Meyve ve Sebze,Biber Dolma Paket,27.5,False,,[],1,,,
Meyve ve Sebze,Taşköprü Sarımsağı File ,249.95,False,,[],1,,,
Meyve ve Sebze,Zencefil Paket,69.5,False,,[],1,,,
Meyve ve Sebze,Soğan Arpacık File,59.95,False,,[],1,,,
Meyve ve Sebze,Portakal Yapraklı ,24.95,False,,[],2,,,
Meyve ve Sebze,Armut Deveci ,49.5,True,+4 Market,"[49.5, 52.9, 59.5, 59.9, 59.95]",2,56.35,49.5,59.95
Meyve ve Sebze,Erik Angelica,92.95,False,,[],2,,,
Meyve ve Sebze,Soğan Beyaz Paket,39.5,False,,[],2,,,
Meyve ve Sebze,Karnabahar,29.95,True,+1 Market,"[29.95, 34.9]",2,32.425,29.95,34.9
Meyve ve Sebze,Kırmızı Biber,119.5,False,,[],2,,,
Meyve ve Sebze,Kabak ,29.95,True,+1 Market,"[29.95, 45.0]",2,37.475,29.95,45.0
Meyve ve Sebze,Salata Kıvırcık,29.9,False,,[],2,,,
Meyve ve Sebze,Soğan Taze Adet,39.0,False,,[],2,,,
Meyve ve Sebze,Domates Kokteyl 500 Gr Adtet,29.9,False,,[],2,,,
Meyve ve Sebze,Göbek Ekonomik Adet,12.95,False,,[],2,,,
Meyve ve Sebze,Salata Atom Adet ,52.95,False,,[],2,,,
Meyve ve Sebze,Beyaz Lahana,19.95,True,+2 Market,"[19.95, 29.5, 29.9]",2,26.45,19.95,29.9
Meyve ve Sebze,Erik Angelica,92.95,False,,[],2,,,
Meyve ve Sebze,Portakal Finike ,29.95,False,,[],2,,,
Meyve ve Sebze,Biber Yeşil ,84.9,False,,[],2,,,
Meyve ve Sebze,Kıl Sivri Biber,139.95,False,,[],2,,,
Meyve ve Sebze,Armut Santa Marıa,54.9,False,,[],2,,,
Meyve ve Sebze,Kabak Helvacı Muscat,19.95,False,,[],2,,,
Meyve ve Sebze,Limon Taze ,29.95,False,,[],2,,,
Meyve ve Sebze,Salata Kıvırcık  Adet,44.95,False,,[],3,,,
Meyve ve Sebze,Muz Yerli ,67.9,True,+3 Market,"[67.9, 69.0, 69.9, 79.95]",3,71.6875,67.9,79.95
Meyve ve Sebze,Domates Sivri,29.5,False,,[],3,,,
Meyve ve Sebze,Armut Santa Marıa,54.9,False,,[],3,,,
Meyve ve Sebze,Salatalık Badem,79.9,False,,[],3,,,
Meyve ve Sebze,Kıvırcık,44.5,False,,[],3,,,
Meyve ve Sebze,Salata Kıvırcık  Adet,44.95,False,,[],3,,,
Meyve ve Sebze,Roka Adet,14.95,False,,[],3,,,
Meyve ve Sebze,Zerdeçal 80 Gr Adet,59.95,False,,[],3,,,
Meyve ve Sebze,Kurutulmuş Domates 250 Gr Paket,59.9,False,,[],3,,,
Meyve ve Sebze,Enginar 4 Lü Kova Adet ,99.5,False,,[],3,,,
Meyve ve Sebze,Hindistan Cevizi Adet,39.75,True,+1 Market,"[39.75, 44.95]",3,42.35,39.75,44.95
Meyve ve Sebze,Kızartmalık Patates File,27.5,False,,[],3,,,
Meyve ve Sebze,Salata Kıvırcık,29.9,False,,[],3,,,
Meyve ve Sebze,Tatlı Domates 250 Gr Paket Adet,44.95,False,,[],3,,,
Meyve ve Sebze,Soğan Yeni Hasat,13.9,False,,[],3,,,
Meyve ve Sebze,Soğan Taze Demet Işl.,44.95,False,,[],3,,,
Meyve ve Sebze,Patlıcan Kemer Pazar,59.9,False,,[],3,,,
Meyve ve Sebze,Portakal Yapraklı ,24.95,False,,[],3,,,
Meyve ve Sebze,Garliko Kurutulmuş Dolmalık Patlıcan,99.9,False,,[],3,,,
Meyve ve Sebze,Elma Starking Atıştırmalık,29.0,False,,[],3,,,
Meyve ve Sebze,Kabak Sakız Paket,54.95,False,,[],3,,,
Meyve ve Sebze,Karnabahar,29.95,True,+1 Market,"[29.95, 34.9]",3,32.425,29.95,34.9
Meyve ve Sebze,Kıl Sivri Biber,139.95,False,,[],3,,,
Meyve ve Sebze,Göbek Ekonomik Adet,12.95,False,,[],4,,,
Meyve ve Sebze,Salata Kıvırcık Skycrops Adet,42.95,False,,[],4,,,
Meyve ve Sebze,Elma Starking Atıştırmalık,29.0,False,,[],4,,,
Meyve ve Sebze,Kırmızı Biber,119.5,False,,[],4,,,
Meyve ve Sebze,Sarımsak File,54.0,False,,[],4,,,
Meyve ve Sebze,Kivi Paket,24.9,True,+1 Market,"[24.9, 49.5]",4,37.2,24.9,49.5
Meyve ve Sebze,Marul,54.0,False,,[],4,,,
Meyve ve Sebze,Ispanak ,39.5,False,,[],4,,,
Meyve ve Sebze,Maydanoz Demet Paket Adet,14.95,False,,[],4,,,
Meyve ve Sebze,Mısır Haşlanmış Paket,69.0,False,,[],4,,,
Meyve ve Sebze,Enginar 4 Lü Kova Adet ,99.5,False,,[],4,,,
Meyve ve Sebze,Domates Şeker Paket,49.95,False,,[],4,,,
Meyve ve Sebze,Biber Sivri Paket,37.5,True,+1 Market,"[37.5, 86.95]",4,62.225,37.5,86.95
Meyve ve Sebze,Salata Kıvırcık,29.9,False,,[],4,,,
Meyve ve Sebze,Nane,19.5,False,,[],4,,,
Meyve ve Sebze,Mantar Tabak,52.5,False,,[],4,,,
Meyve ve Sebze,Pancar Haşlanmış Paket,75.0,False,,[],4,,,
Meyve ve Sebze,Lahana Beyaz Adet,89.95,False,,[],4,,,
Meyve ve Sebze,Sarımsak File,54.0,False,,[],4,,,
Meyve ve Sebze,Lahana Brüksel 500 Gr Paket Adet,84.95,False,,[],4,,,
Meyve ve Sebze,Kabak Sakız Paket,54.95,False,,[],4,,,
Meyve ve Sebze,Kumkuat Paket,29.5,False,,[],4,,,
Meyve ve Sebze,Kara Lahana Demet,29.5,False,,[],4,,,
Meyve ve Sebze,Dereotu Demet Paket Adet,17.95,False,,[],4,,,
Meyve ve Sebze,Domates Kokteyl Paket,45.9,False,,[],5,,,
Meyve ve Sebze,Sıkmalık Portakal File,28.75,True,+1 Market,"[28.75, 28.75]",5,28.75,28.75,28.75
Meyve ve Sebze,Kabak ,29.95,True,+1 Market,"[29.95, 45.0]",5,37.475,29.95,45.0
Meyve ve Sebze,Karnabahar,29.95,True,+1 Market,"[29.95, 34.9]",5,32.425,29.95,34.9
Meyve ve Sebze,Kabak Helvacı Muscat,19.95,False,,[],5,,,
Meyve ve Sebze,Lahana Kırmızı,59.95,False,,[],5,,,
Meyve ve Sebze,Kabak Sakız,47.9,True,+1 Market,"[47.9, 54.95]",5,51.425,47.9,54.95
Meyve ve Sebze,Maydonoz Adet,7.95,False,,[],5,,,
Meyve ve Sebze,Salata Atom Adet,47.95,False,,[],5,,,
Meyve ve Sebze,Zerdeçal 80 Gr Adet,59.95,False,,[],5,,,
Meyve ve Sebze,Domates Şeker Paket,49.95,False,,[],5,,,
Meyve ve Sebze,Kara Lahana Demet,29.5,False,,[],5,,,
Meyve ve Sebze,Turp Vezir,45.0,True,+1 Market,"[45.0, 49.5]",5,47.25,45.0,49.5
Meyve ve Sebze,Domates,32.95,True,+4 Market,"[32.95, 39.9, 39.9, 39.95, 49.5]",5,40.44,32.95,49.5
Meyve ve Sebze,Patlıcan Kemer,59.9,True,+1 Market,"[59.9, 74.95]",5,67.425,59.9,74.95
Meyve ve Sebze,Dolmalık Biber,64.9,True,+1 Market,"[64.9, 69.5]",5,67.2,64.9,69.5
Meyve ve Sebze,Limon,29.75,True,+1 Market,"[29.75, 29.75]",5,29.75,29.75,29.75
Meyve ve Sebze,Patlıcan Kemer,59.9,True,+1 Market,"[59.9, 74.95]",5,67.425,59.9,74.95
Meyve ve Sebze,Biber Sivri Paket,37.5,True,+1 Market,"[37.5, 86.95]",5,62.225,37.5,86.95
Meyve ve Sebze,Elma Golden Atıştırmalık,29.0,False,,[],5,,,
Meyve ve Sebze,Kabak Sakız Paket,54.95,False,,[],5,,,
Meyve ve Sebze,Biber Dolma Paket,27.5,False,,[],6,,,
Meyve ve Sebze,Muz Yerli ,67.9,True,+3 Market,"[67.9, 69.0, 69.9, 79.95]",6,71.6875,67.9,79.95
Meyve ve Sebze,Soğan Yeni Hasat,13.9,False,,[],6,,,
Meyve ve Sebze,Soğan Kırmızı,39.9,True,+1 Market,"[39.9, 44.95]",6,42.425,39.9,44.95
Meyve ve Sebze,Kurutulmuş Domates 250 Gr Paket,59.9,False,,[],6,,,
Meyve ve Sebze,Karnabahar Adet,39.95,False,,[],6,,,
Meyve ve Sebze,Muz Yerli ,67.9,True,+3 Market,"[67.9, 69.0, 69.9, 79.95]",6,71.6875,67.9,79.95
Meyve ve Sebze,Domates Sivri,29.5,False,,[],6,,,
Meyve ve Sebze,Zerdeçal 80 Gr Adet,59.95,False,,[],6,,,
Meyve ve Sebze,Dereotu Demet Paket Adet,17.95,False,,[],6,,,
Meyve ve Sebze,Hindistan Cevizi,29.0,True,+1 Market,"[29.0, 39.75]",6,34.375,29.0,39.75
Meyve ve Sebze,Enginar 4 Lü Kova Adet ,99.5,False,,[],6,,,
Meyve ve Sebze,Maydanoz,14.75,False,,[],6,,,
Meyve ve Sebze,Zerdeçal 80 Gr Adet,59.95,False,,[],6,,,
Meyve ve Sebze,Kuru Soğan,18.5,True,+2 Market,"[18.5, 18.75, 19.5]",6,18.916666666666668,18.5,19.5
Meyve ve Sebze,Soğan Yeni Hasat,13.9,False,,[],6,,,
Meyve ve Sebze,Avokado Adet,39.9,True,+1 Market,"[39.9, 49.5]",6,44.7,39.9,49.5
Meyve ve Sebze,Turp Vezir,45.0,True,+1 Market,"[45.0, 49.5]",6,47.25,45.0,49.5
Meyve ve Sebze,Çilek Paket,135.0,False,,[],6,,,
Meyve ve Sebze,Domates Şeker Paket,49.95,False,,[],6,,,
Meyve ve Sebze,Zencefil 200 Gr Adet,64.95,False,,[],6,,,
Meyve ve Sebze,Köy Biberi Paket,99.95,False,,[],6,,,
Meyve ve Sebze,Salatalık Çengelköy Paket,49.5,False,,[],7,,,
Meyve ve Sebze,Beyaz Lahana,19.95,True,+2 Market,"[19.95, 29.5, 29.9]",7,26.45,19.95,29.9
Meyve ve Sebze,Hindistan Cevizi Adet,39.75,True,+1 Market,"[39.75, 44.95]",7,42.35,39.75,44.95
Meyve ve Sebze,Çilek Paket,135.0,False,,[],7,,,
Meyve ve Sebze,Salata Kıvırcık,29.9,False,,[],7,,,
Meyve ve Sebze,Kuru Patlıcan Dizi,89.5,False,,[],7,,,
Meyve ve Sebze,Kırmızı Lahana,64.9,True,+1 Market,"[64.9, 69.5]",7,67.2,64.9,69.5
Meyve ve Sebze,Soğan ,17.95,True,+1 Market,"[17.95, 19.9]",7,18.924999999999997,17.95,19.9
Meyve ve Sebze,Domates Salkım Paket,38.95,False,,[],7,,,
Meyve ve Sebze,Domates Eko,32.9,False,,[],7,,,
Meyve ve Sebze,Zerdeçal Paket,59.9,False,,[],7,,,
Meyve ve Sebze,Salatalık Badem,79.9,False,,[],7,,,
Meyve ve Sebze,Mantar Kestane,54.5,False,,[],7,,,
Meyve ve Sebze,Nane,19.5,False,,[],7,,,
Meyve ve Sebze,Kara Lahana Demet,29.5,False,,[],7,,,
Meyve ve Sebze,Mango Adet,44.95,False,,[],7,,,
Meyve ve Sebze,Kabak Helvacı Paket,74.95,False,,[],7,,,
Meyve ve Sebze,Soğan Kuru Dökme,14.95,False,,[],7,,,
Meyve ve Sebze,Galya Kavun,34.9,False,,[],7,,,
Meyve ve Sebze,Brüksel Lahanası Paket,69.5,False,,[],7,,,
Meyve ve Sebze,Kuru Patlıcan Dizi,89.5,False,,[],8,,,
Meyve ve Sebze,Kabak Helvacı Muscat,19.95,False,,[],8,,,
Meyve ve Sebze,Biber Kapya 400 Gr Adtet,44.9,False,,[],8,,,
Meyve ve Sebze,Patlıcan ,64.0,True,+1 Market,"[64.0, 69.5]",8,66.75,64.0,69.5
