Ürün,Kod,2022 Ağırlık,Grup,2025 Ağırlık
Pirinç,1111,0.2565770563542397,Pirinç,0.2791059772534018
Buğday Unu,1112,0.5155139758704976,Un ve diğer tahıllar,0.3703161603989201
Bebek Sütü (Toz Karışım),1112,0.1268142799112599,Un ve diğer tahıllar,0.0910962251628438
Bulgur,1112,0.1507597865827976,Un ve diğer tahıllar,0.1082973264025087
Ekmek,1113,2.5399195041366185,Ekmek,2.1906775557247364
Bisküvi,1114,0.2792742648855278,"Diğer fırıncılık ürünleri (bisküvi, kek, kraker, yufka, baklava vb.)",0.2841626311853474
Kraker,1114,0.0573253769752277,"Diğer fırıncılık ürünleri (bisküvi, kek, kraker, yufka, baklava vb.)",0.0583287900217002
Gofret,1114,0.1492091760417101,"Diğer fırıncılık ürünleri (bisküvi, kek, kraker, yufka, baklava vb.)",0.1518209065142086
Pasta,1114,0.2786361307204941,"Diğer fırıncılık ürünleri (bisküvi, kek, kraker, yufka, baklava vb.)",0.2835133272351264
Kek,1114,0.0782467379998782,"Diğer fırıncılık ürünleri (bisküvi, kek, kraker, yufka, baklava vb.)",0.0796163547716427
Baklava,1114,0.3470183983570847,"Diğer fırıncılık ürünleri (bisküvi, kek, kraker, yufka, baklava vb.)",0.3530925457356177
Ekmek Hamuru (Yufka),1114,0.1016572819868268,"Diğer fırıncılık ürünleri (bisküvi, kek, kraker, yufka, baklava vb.)",0.1034366726929463
Makarna,1115,0.198219579942513,Makarna çeşitleri,0.2495123402804498
Şehriye,1115,0.0278138448180139,Makarna çeşitleri,0.0350111604249823
Tahıl Gevreği,1116,0.0311926602288703,Kahvaltılık tahıl ürünleri,0.043740426751686
Dana Eti,1122,2.152781593330608,Dana eti,2.102752916754812
Kuzu Eti,1124,0.9154981622180908,Kuzu eti,0.8694432763422619
Tavuk Eti,1125,1.4030656957109862,Tavuk eti,1.301081153147174
Sakatat,1126,0.0574108275603636,Diğer etler ve yenilebilir sakatatlar,0.0600713127304606
Sucuk,1127,0.4298311573717566,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",0.4245730560599458
Sosis,1127,0.0470130821726357,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",0.0464379736799063
Salam,1127,0.0830787320753456,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",0.0820624344370356
Hazır Et Yemekleri,1127,0.1010614442268546,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",0.0998251650429258
Balık,1131,0.3767894666874697,Taze balık,0.3409444443691752
Konserve Balık,1133,0.0269469553598047,Konserve edilmiş veya işlenmiş balık,0.024847840398397
Süt,1141,0.7458693641754542,Süt,0.5833553265945621
Yoğurt,1143,0.5875702846978449,"Diğer süt ürünleri (yoğurt, hazır sütlü tatlı vb.)",0.4624511956836054
Hazır Sütlü Tatlılar,1143,0.0284282018146945,"Diğer süt ürünleri (yoğurt, hazır sütlü tatlı vb.)",0.0223746099193919
Beyaz Peynir,1144,0.8288469814896153,Peynir,0.7104251481285014
Kaşar Peyniri,1144,0.3883564933852076,Peynir,0.3328699090440112
Tulum Peyniri,1144,0.1601773474087074,Peynir,0.1372919468864436
Krem Peynir,1144,0.0624639016554331,Peynir,0.0535393475240655
Yumurta,1145,0.8134349377335438,Yumurta,0.666129768326604
Tereyağı (Kahvaltılık),1151,0.3320279940549809,Tereyağı,0.3190275793927496
Margarin,1152,0.1222465338012488,Margarin,0.0693256968699761
Zeytinyağı,1153,0.4205278873326488,"Sıvı yağlar (zeytinyağı, ayçiçek yağı)",0.4038441234859586
Ayçiçek Yağı,1153,0.870789079102184,"Sıvı yağlar (zeytinyağı, ayçiçek yağı)",0.8362419306403612
Portakal,1161,0.1574245125741581,Taze meyveler,0.1897415092702973
Üzüm,1161,0.1338314394040394,Taze meyveler,0.1613051162434229
Armut,1161,0.0514614991247679,Taze meyveler,0.062025807503427
Ayva,1161,0.0190923031495293,Taze meyveler,0.0230116794125771
Çilek,1161,0.0712399909873165,Taze meyveler,0.0858645403394103
Elma,1161,0.2151667591971279,Taze meyveler,0.2593374117364962
Karpuz,1161,0.2210685494987005,Taze meyveler,0.2664507550202474
Kavun,1161,0.1016167773283513,Taze meyveler,0.1224772456473856
Kivi,1161,0.0152681180702835,Taze meyveler,0.0184024439332979
Limon,1161,0.1078926483822247,Taze meyveler,0.1300414631016831
Mandalina,1161,0.1490798728827222,Taze meyveler,0.1796838346205249
Muz,1161,0.2950495349443197,Taze meyveler,0.3556189767045491
Nar,1161,0.0263141601020299,Taze meyveler,0.031716080115461
Şeftali,1161,0.0702862842629825,Taze meyveler,0.0847150512902312
Badem İçi,1162,0.0471792185577638,Kuru meyve ve sert kabuklu yemişler,0.0416131194893454
Ceviz İçi,1162,0.216189624636176,Kuru meyve ve sert kabuklu yemişler,0.1906840544916464
Fındık İçi,1162,0.0786982111476174,Kuru meyve ve sert kabuklu yemişler,0.0694135715722791
Antep Fıstığı,1162,0.0525591962214357,Kuru meyve ve sert kabuklu yemişler,0.0463583793773252
Yer Fıstığı,1162,0.1022107285322727,Kuru meyve ve sert kabuklu yemişler,0.0901521345526099
Leblebi,1162,0.0426477270405068,Kuru meyve ve sert kabuklu yemişler,0.0376162432430444
Ay Çekirdeği,1162,0.1930509368359402,Kuru meyve ve sert kabuklu yemişler,0.1702752175144298
Kabak Çekirdeği,1162,0.0365244459381395,Kuru meyve ve sert kabuklu yemişler,0.0322153731996441
Kuru Üzüm,1162,0.0382620379395074,Kuru meyve ve sert kabuklu yemişler,0.0337479679688458
Kuru Kayısı,1162,0.0377428056269041,Kuru meyve ve sert kabuklu yemişler,0.0332899935273947
Çarliston Biber,1171,0.046179234725973,Taze sebzeler (patates hariç),0.0618109800611124
Dolmalık Biber,1171,0.0437203866090037,Taze sebzeler (patates hariç),0.0585198078961087
Sivri Biber,1171,0.1546305477338711,Taze sebzeler (patates hariç),0.2069732372035491
Dereotu,1171,0.011560255269604,Taze sebzeler (patates hariç),0.015473420298344
Domates,1171,0.67486798659938,Taze sebzeler (patates hariç),0.9033118870658884
Taze Fasulye,1171,0.1032083869378932,Taze sebzeler (patates hariç),0.1381445921530105
Havuç,1171,0.0665974401260998,Taze sebzeler (patates hariç),0.0891407808765662
Ispanak,1171,0.0612224768748422,Taze sebzeler (patates hariç),0.0819463839073624
Kabak,1171,0.05094851367239,Taze sebzeler (patates hariç),0.0681946676127178
Karnabahar,1171,0.0403462705057271,Taze sebzeler (patates hariç),0.0540035480572203
Kuru Soğan,1171,0.2264333486404254,Taze sebzeler (patates hariç),0.3030814018689723
Beyaz Lahana,1171,0.0358079476787076,Taze sebzeler (patates hariç),0.0479289956434269
Kırmızı Lahana,1171,0.0139592541073801,Taze sebzeler (patates hariç),0.0186844841067489
Mantar,1171,0.0499454814081315,Taze sebzeler (patates hariç),0.0668521073114346
Kıvırcık,1171,0.0665088147734827,Taze sebzeler (patates hariç),0.0890221556993404
Maydanoz,1171,0.0512404546805862,Taze sebzeler (patates hariç),0.0685854311224147
Nane,1171,0.0078491324146314,Taze sebzeler (patates hariç),0.0105060763794974
Patlıcan,1171,0.1463449126933146,Taze sebzeler (patates hariç),0.1958829013561808
Pırasa,1171,0.0359989125847275,Taze sebzeler (patates hariç),0.0481846024777197
Roka,1171,0.0145514884469828,Taze sebzeler (patates hariç),0.0194771907242127
Salatalık,1171,0.2688011314025102,Taze sebzeler (patates hariç),0.3597907473373555
Sarımsak,1171,0.0511841325008215,Taze sebzeler (patates hariç),0.0685100437940821
Kırmızı Turp,1171,0.0146173226099688,Taze sebzeler (patates hariç),0.0195653098574078
Patates,1172,0.2990010504953072,Patates,0.171065576019581
Kuru Fasulye,1174,0.1018919836084828,Kuru baklagiller,0.0919447058470532
Nohut,1174,0.0645307351666859,Kuru baklagiller,0.0582308760009366
Mercimek,1174,0.1196064546430227,Kuru baklagiller,0.107929788979455
Konserveler,1175,0.0238903641006612,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb. dahil)",0.0259796188419361
Turşu,1175,0.028007986575689,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb. dahil)",0.0304573347103707
Salça,1175,0.1638579709879898,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb. dahil)",0.1781876413663857
Zeytin,1175,0.3747263333931393,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb. dahil)",0.4074968163135104
Cipsler,1175,0.1307887620098401,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb. dahil)",0.1422264713717902
Toz Şeker,1181,0.3259043550335031,Şeker,0.2921120470044147
Kesme Şeker,1181,0.0507177489309737,Şeker,0.0454589367428358
Reçel,1182,0.0353297885769359,"Reçel, marmelat, bal vb. ürünler",0.0284167737365074
Bal,1182,0.1520871568320928,"Reçel, marmelat, bal vb. ürünler",0.1223281117155534
Pekmez,1182,0.0531687263001781,"Reçel, marmelat, bal vb. ürünler",0.0427651487876945
Tahin Helvası,1182,0.0581864552487071,"Reçel, marmelat, bal vb. ürünler",0.0468010537264112
Fındık Ezmesi,1182,0.0149761573499329,"Reçel, marmelat, bal vb. ürünler",0.01204575775846
Çikolata Tablet,1183,0.191237450666291,Çikolata ve şekerlemeler,0.2860846944861548
Çikolata Krem,1183,0.1151240601590824,Çikolata ve şekerlemeler,0.172221661938428
Lokum,1183,0.0483435827541978,Çikolata ve şekerlemeler,0.0723203486263512
Sakız,1183,0.028887978327133,Çikolata ve şekerlemeler,0.0432154289091727
Kağıtlı Şeker,1183,0.1111382287601392,Çikolata ve şekerlemeler,0.1662589943015866
Dondurma,1184,0.1566100790434633,Dondurma,0.1490360760554873
Baharat,1190,0.1152228046600487,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.1336327792828652
Tuz,1190,0.0320259382612388,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.0371429523141498
Kabartma Maddeleri,1190,0.0181707842418926,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.0210740608784655
Sirke,1190,0.0245814204430895,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.0285089704440224
Ketçap,1190,0.0218407738546253,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.0253304310764977
Mayonez,1190,0.0162524668878589,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.0188492401902137
Tahin,1190,0.0413306678614835,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.0479343653562538
Hazır Çorbalar,1190,0.0304196374158639,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.0352800012519433
Hazır Pakette Toz Tatlılar (Puding),1190,0.0195108329012175,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",0.0226282187315762
Kahve,1211,0.1169479760164124,Kahve,0.1064704177825146
Hazır Kahve,1211,0.0788325082532807,Kahve,0.0717697763952102
Çay,1212,0.5467115981521996,Çay ve bitki çayları,0.5907848988519926
Bitki ve Meyve Çayı (Poşet),1212,0.0090767004318079,Çay ve bitki çayları,0.0098084210480251
Kakao,1213,0.0045060117268064,Toz kakao,0.004861668906072
Kakaolu Toz İçecekler,1213,0.0013126230714797,Toz kakao,0.00141622773284
Su,1221,0.3006800947863247,Su ve maden suyu,0.2904832414845726
Maden Suyu ve Sodası,1221,0.0720747817939509,Su ve maden suyu,0.069630536267053
Gazoz Meyveli,1222,0.0519250381724612,"Alkolsüz içecekler (meşrubat, ayran vb.)",0.0533166376967741
Kola,1222,0.1890299435087288,"Alkolsüz içecekler (meşrubat, ayran vb.)",0.1940959769431951
Soğuk Çay,1222,0.0238297694659858,"Alkolsüz içecekler (meşrubat, ayran vb.)",0.0244684111891408
Ayran,1222,0.0404025188093849,"Alkolsüz içecekler (meşrubat, ayran vb.)",0.041485312928273
Meyve Suyu,1223,0.1186664513185257,Meyve ve sebze suları,0.1038503113075755
Rakı,2110,0.0821282371215916,"Alkollü içecekler (rakı, viski, votka vb.)",0.0933203634260022
Viski,2110,0.0264473513794729,"Alkollü içecekler (rakı, viski, votka vb.)",0.0300514966458319
Şarap,2121,0.0251234337228937,Şarap,0.0251971082166573
Bira,2130,0.1305045141277402,Bira,0.1334293133809811
Sigaralar,2201,4.044669866550775,Sigaralar,3.240801718330528
Kaban (Erkek için),3121,0.0290410694547743,Erkek giyim,0.0294529742590939
Erkek Mont,3121,0.1307199412937383,Erkek giyim,0.1325740111627255
Takım Elbise (Erkek için),3121,0.146573785570249,Erkek giyim,0.1486527188739178
Ceket (Erkek için),3121,0.0779442644699325,Erkek giyim,0.0790497890806675
Pantolon (Erkek için),3121,0.5405385249631628,Erkek giyim,0.5482052679424071
Kazak (Erkek için),3121,0.1138243131406974,Erkek giyim,0.1154387434048459
Gömlek (Erkek için),3121,0.2380900213340269,Erkek giyim,0.2414669776751409
Sweatshirt (Erkek için),3121,0.0566231277648804,Erkek giyim,0.0574262434489731
Tişört (Erkek için),3121,0.22738299825846,Erkek giyim,0.2306080912444157
Eşofman (Erkek için),3121,0.0798502583828897,Erkek giyim,0.0809828167105123
Pijama (Erkek için),3121,0.0206281488769099,Erkek giyim,0.0209207287917044
İç Çamaşırı (Erkek için),3121,0.0954039042793422,Erkek giyim,0.0967570681696976
Çorap (Erkek için),3121,0.0642194501073246,Erkek giyim,0.065130308437496
Pardösü (Kadın için),3122,0.0359573562599618,Kadın giyim,0.0429732983409677
Kaban (Kadın için),3122,0.0906392045319964,Kadın giyim,0.1083245817512617
Elbise (Kadın için),3122,0.3418356469773997,Kadın giyim,0.408534073943987
Ceket (Kadın için),3122,0.0627921675290618,Kadın giyim,0.0750440752427349
Etek,3122,0.106215787093367,Kadın giyim,0.1269404422918165
Pantolon (Kadın için),3122,0.348050964118398,Kadın giyim,0.4159621138658556
Hırka (Kadın için),3122,0.0628488404063022,Kadın giyim,0.0751118060415146
Kazak (Kadın için),3122,0.242324864974301,Kadın giyim,0.2896069066560017
Gömlek (Kadın için),3122,0.104749172793994,Kadın giyim,0.1251876645463552
Sweatshirt (Kadın için),3122,0.0626928273449841,Kadın giyim,0.0749253519601678
Tişört (Kadın için),3122,0.2375961913159113,Kadın giyim,0.2839555817251607
Eşofman (Kadın için),3122,0.0833662342406133,Kadın giyim,0.0996325210809222
Pijama (Kadın için),3122,0.0702442685224775,Kadın giyim,0.0839502183123704
İç Çamaşırı (Kadın için),3122,0.1638431396522704,Kadın giyim,0.1958119520938699
Çorap (Kadın için),3122,0.0707723166790123,Kadın giyim,0.0845812983841397
Kaban Anorak (Çocuk için),3123,0.0079786227953048,Çocuk giyim,0.0097613608519315
Elbise (Çocuk için),3123,0.0522633065107567,Çocuk giyim,0.0639409842093063
Pantolon (Çocuk için),3123,0.1618826767071111,Çocuk giyim,0.1980536320058363
Kazak (Çocuk için),3123,0.0537908016529247,Çocuk giyim,0.0658097818282449
Gömlek (Çocuk için),3123,0.0264236332214651,Çocuk giyim,0.0323277118759883
Sweatshirt (Çocuk için),3123,0.0464451650197405,Çocuk giyim,0.056822841136441
Tişört (Çocuk için),3123,0.163249197295505,Çocuk giyim,0.1997254870260731
Tayt (Çocuk için),3123,0.0320359958877374,Çocuk giyim,0.039194097043317
Eşofman (Çocuk için),3123,0.1181098106707939,Çocuk giyim,0.1445001865220879
Pijama (Çocuk için),3123,0.0306886835052033,Çocuk giyim,0.037545742097407
İç çamaşırı (Çocuk için),3123,0.0351144036560493,Çocuk giyim,0.0429603421518795
Çorap (Çocuk için),3123,0.0452166157819535,Çocuk giyim,0.0553197856916515
Bebek Tulumu,3124,0.0330649366957911,Bebek giyim,0.0330223949397867
Bebek Pijaması,3124,0.0323712681955962,Bebek giyim,0.0323296189220531
Bebek İç Çamaşırı,3124,0.0479391840496826,Bebek giyim,0.0478775049032909
Örgü Yünü,3130,0.0675153914509679,"Diğer giyim eşyaları ve aksesuarları (kravat, kemer, eşarp vb.)",0.064907513852445
Kravat,3130,0.01113720913418,"Diğer giyim eşyaları ve aksesuarları (kravat, kemer, eşarp vb.)",0.010707018660765
Kemer,3130,0.0388446845896088,"Diğer giyim eşyaları ve aksesuarları (kravat, kemer, eşarp vb.)",0.0373442536421485
Eşarp,3130,0.1054108005542026,"Diğer giyim eşyaları ve aksesuarları (kravat, kemer, eşarp vb.)",0.1013391591180819
Giysi Tamir Ücretleri,3140,0.0637147862481233,Giyim eşyalarının temizlenmesi ve tadilatı,0.0758259662664007
Kuru Temizleme Ücreti,3140,0.0304727087908784,Giyim eşyalarının temizlenmesi ve tadilatı,0.0362650920592401
Ayakkabı (Erkek için),3211,0.202295921501404,Erkek ayakkabısı,0.2241584871456903
Bot (Erkek için),3211,0.0569432312001977,Erkek ayakkabısı,0.0630972115714899
Spor Ayakkabısı (Erkek için),3211,0.261981334172055,Erkek ayakkabısı,0.2902942337767784
Ayakkabı (Kadın için),3212,0.1591063798667294,Kadın ayakkabısı,0.193793906237795
Bot (Kadın için),3212,0.0960915645804457,Kadın ayakkabısı,0.1170409362097487
Spor Ayakkabısı (Kadın için),3212,0.1702117975857407,Kadın ayakkabısı,0.2073204680385997
Terlik (Kadın için),3212,0.0703425343621919,Kadın ayakkabısı,0.085678239427821
Ayakkabı (Çocuk için),3213,0.0453922316767816,Çocuk ve bebek ayakkabısı,0.0474272245066861
Bot (Çocuk için),3213,0.0484809683586172,Çocuk ve bebek ayakkabısı,0.0506544332743568
Spor Ayakkabısı (Çocuk için),3213,0.1414364571028997,Çocuk ve bebek ayakkabısı,0.1477772375725833
Ayakkabı Tamiri (Erkek),3220,0.0052180584872982,Ayakkabı bakım ve tamiri,0.0050707827987259
Ayakkabı Tamiri (Kadın),3220,0.0041148784776733,Ayakkabı bakım ve tamiri,0.0039987391966234
Kiracı Tarafından Ödenen Gerçek Kira,4111,4.440049063549106,Gerçek kira,6.802832666918898
Badana ve Boya Malzemeleri,4310,0.4174258579640811,Konutun bakım ve onarımı için malzemeler,0.3334269228135349
Yer ve Duvar Döşemesi,4310,0.266243800621345,Konutun bakım ve onarımı için malzemeler,0.2126673502986348
Pencere (PVC),4310,0.7257769149591686,Konutun bakım ve onarımı için malzemeler,0.5797282530225031
Sıhhi Techizat Malzemeleri ,4310,0.4960305887648576,Konutun bakım ve onarımı için malzemeler,0.3962139615401689
Su Faturası,4410,1.921437335207883,Su (şebeke suyu),1.9658391536728808
Elektrik Ücreti,4510,2.3168962576666354,Elektrik,1.7941971298410209
Doğalgaz Ücreti,4521,1.5504724608820044,Doğalgaz ve ilgili abonelik ücretleri,1.8713743484036929
Doğalgaz Abonman Ücreti,4521,0.0206069649883099,Doğalgaz ve ilgili abonelik ücretleri,0.0248719965368743
Tüp Gaz Ücreti,4522,0.783173126459457,Tüpgaz (ev tüpü),0.4575316914769827
Kömür Ücreti,4540,0.8922605734477044,"Katı yakıtlar (odun, kömür)",0.5849916568510674
Odun Ücreti,4540,0.2927340780531742,"Katı yakıtlar (odun, kömür)",0.1919248686237427
Tek Masa,5111,0.2172332009484301,Mutfak mobilyaları,0.1627611050346067
Tek Sandalye,5111,0.2287214735829839,Mutfak mobilyaları,0.1713686472554789
Yatak Odası Takımı,5112,0.4000043358876434,Yatak odası mobilyaları,0.3003783585718713
Yatak (Tek Kişilik),5112,0.0658899351511245,Yatak odası mobilyaları,0.0494792400766904
Yatak (Çift Kişilik),5112,0.129815180404944,Yatak odası mobilyaları,0.0974831203297288
Yatak Bazası,5112,0.1238641643137278,Yatak odası mobilyaları,0.0930142776574424
Genç Odası Takımı,5112,0.0982201226406033,Yatak odası mobilyaları,0.0737571985364664
Oturma Odası Takımı,5113,0.8950131530203277,Yemek odası ve oturma odası mobilyaları,0.6823283803326485
Yemek Odası Takımı,5113,0.183682890879551,Yemek odası ve oturma odası mobilyaları,0.1400337514657911
Sehpa,5113,0.0269145075770987,Yemek odası ve oturma odası mobilyaları,0.0205187290271202
Halı,5120,0.1954775567322796,Halı,0.1376508877669006
Perde,5200,0.0738646046752534,Ev tekstili,0.053278735877118
Stor Perde,5200,0.1125992536547698,Ev tekstili,0.0812181412438123
Tül,5200,0.0672234411120899,Ev tekstili,0.0484884469294663
Yatak Örtüsü,5200,0.0534677150474613,Ev tekstili,0.0385664051204363
Yorgan,5200,0.0347274095031279,Ev tekstili,0.0250489728706765
Battaniye,5200,0.0231779858158032,Ev tekstili,0.0167183428365046
Pike Takımı,5200,0.0603006184925469,Ev tekstili,0.0434949965550634
Nevresim Takımı,5200,0.1631310626006173,Ev tekstili,0.1176668694818554
Yastık,5200,0.0324120092856141,Ev tekstili,0.0233788685334084
Havlu,5200,0.0683876123477862,Ev tekstili,0.0493281667391789
No-Frost Buzdolabı,5311,0.5199484230743974,"Buzdolabı, derin dondurucu",0.49769758721288
Derin Dondurucu,5311,0.2611766376465658,"Buzdolabı, derin dondurucu",0.2499997627158282
Çamaşır Makinesi,5312,0.4792674278903118,Çamaşır ve bulaşık makineleri,0.497302187002324
Bulaşık Makinesi,5312,0.2233734845405422,Çamaşır ve bulaşık makineleri,0.2317789941814382
